partition_slug,year,study_label,citation_key,doi,ntips,dated,molecular_tip_fraction,dating_code,otl_pipeline_involvement,reign_start_year,reign_end_year,superseded_by,confidence,canonical_in_atlas,verified,evidence_url,notes
cnidaria,2020,Quattrini et al. 2020,quattrini2020,10.1038/s41559-020-01291-1,234,yes,1,BRC,none,2020,,,high,no,yes,https://doi.org/10.1038/s41559-020-01291-1,"Crossref confirmed: 'Palaeoclimate ocean conditions shaped the evolution of corals and their skeletons through deep time', Nature Ecology & Evolution 2020, Quattrini et al. Full text obtained from faircloth-lab.org PDF. The paper constructs a time-calibrated phylogeny of 234 anthozoans using 1,729 UCE loci captured via target enrichment with the PHYLUCE pipeline. Includes representatives from all orders and most families. Topology from RAxML on 50% data matrix (933 loci, 278,819 bp); ASTRAL III species tree as alternative. Divergence dating performed in BEAST2 v2.5 on CIPRES with 6 fossil calibrations and relaxed clock model (25 clock-like loci selected via SortaDate). A penalized-likelihood pre-step (ape) was used to initialize the fixed topology, but the published dated tree is the BEAST2 MCC tree; primary dating code is BRC. All tips are molecular (UCE sequence data) — no taxonomic imputation; molecular_tip_fraction = 1.0. No use of Open Tree of Life synthesis. Note: study is anthozoan-focused (corals + sea anemones); 'Cnidaria' partition naming includes some Medusozoa outgroups in Extended Data Fig. 5 but the canonical phylogeny is the 234-tip anthozoan tree. Claimed ntips (234) and genomic-backbone-replacement role both confirmed."
cnidaria,2025,Vaga et al. 2025,vaga2025,10.1038/s41586-025-09615-6,289,yes,1,BRC,none,2025,,,medium,yes,yes,https://www.nature.com/articles/s41586-025-09615-6,"Crossref DOI 10.1038/s41586-025-09615-6 resolves to Vaga, Quattrini, Seiblitz, Huang, Quek, Stolarski, Cairns, Kitahara, 'A global coral phylogeny reveals resilience and vulnerability through deep time', Nature 648(8093):377-382, published 2025-10-22. Title and lead/senior authors match the proposed study_label. Google Scholar abstract excerpt confirms 'a time-calibrated molecular phylogenetic analysis that includes hundreds of newly sequenced coral taxa' dating Scleractinia MRCA to ~460 Ma, consistent with BRC dating and claimed 289 tips (full text and Unpaywall OA both paywalled / no abstract returned — could not directly verify the exact tip count). All-molecular phylogeny with no OTL/supertree grafting reported; molecular_tip_fraction set to 1.0 under Upham 2019 strict type-1 convention. Confidence=medium because Crossref confirmed and abstract read, but full Methods section not directly accessible."
crocodilians,2011,Oaks 2011,oaks2011,10.1111/j.1558-5646.2011.01373.x,23,yes,1,BRC,none,2011,,,medium,no,yes,https://doi.org/10.1111/j.1558-5646.2011.01373.x,"Crossref confirmed: Jamie R. Oaks, ""A TIME-CALIBRATED SPECIES TREE OF CROCODYLIA REVEALS A RECENT RADIATION OF THE TRUE CROCODILES,"" Evolution 65(11):3285, 2011. The paper sampled 76 individuals representing all 23 extant crocodylian species using 10 nuclear loci; the species tree therefore has 23 tips, not the claimed 50 or the 76 individuals. Tree is time-calibrated via Bayesian relaxed clock (*BEAST). All 23 species have direct molecular support; no taxonomic grafting. Claimed ntips=50 is inconsistent with the actual species tree size of 23 — flag for partition curator review. OTL pipeline not involved (pre-OTL synthesis)."
crocodilians,2021,Pan et al. 2021,pan2021,10.1093/zoolinnean/zlaa074,50,yes,1,BRC,none,2021,,,medium,no,yes,https://academic.oup.com/zoolinnean/article/191/4/1075/5912948,"Crossref-confirmed: 'Near-complete phylogeny of extant Crocodylia (Reptilia) using mitogenome-based data' by Pan, Miao, Zhang et al., Zool. J. Linn. Soc. 191(4):1075-1089. Mitogenome-based phylogeny: 19 newly sequenced + previously published mitogenomes, near-complete species coverage. Dating via BEAST (Bayesian relaxed clock; BRC); first crocodylian split estimated at ~86.75 Mya. Confirmed Crossref + journal landing + Zenodo metadata; full text not directly accessed so the 50-tip count from the proposal could not be independently verified (~27 extant species, so 50 tips likely includes multiple individuals/outgroups). All tips appear to have direct mitogenome sequence data; no OTL synthesis or taxonomic grafting. Confidence=medium (abstract + partial metadata only, not full text)."
crustaceans,2009,Bracken et al. 2009 - The Decapod Tree of Life,bracken2009,10.3897/asp.67.e31691,62,no,1,N,none,2009,,,medium,no,yes,https://doi.org/10.3897/asp.67.e31691,"Crossref DOI resolves and matches the proposed study (Bracken, Toon, Felder, Martin, Finley, Rasmussen, Palero, Crandall 2009; Arthropod Systematics & Phylogeny 67(1):99-116). Per the abstract and prior literature, the molecular phylogeny used 62 decapod species across 22 genera (2 mtDNA + 6 nuclear markers: 12S, 16S, ATPsβ, enolase, GAPDH, H3, PEPCK, NaK ATPase α). Proposed ntips of 69 likely reflects an OTL-mapped version with outgroups or higher counts after taxonomy reconciliation; actual tip count in the original paper is 62. The paper aimed at higher-level systematic consensus rather than divergence-time estimation; Bayesian topology (MrBayes) without time-calibration in this paper itself (divergence-time work was done in a sister paper Bracken et al. 2010 Zoologica Scripta). All tips have direct molecular sequence support (no taxonomic placement / supertree grafting), so molecular_tip_fraction=1.0. Full PDF could not be retrieved (Pensoft PDF endpoint redirects to a tokenized URL); evidence taken from Crossref, the journal landing page, and the web search summary of the paper's abstract/methods."
crustaceans,2014,Bracken-Grissom et al. 2014,bracken_grissom_2014,10.1093/sysbio/syu008,173,yes,1,BRC,none,2014,,,medium,no,yes,https://academic.oup.com/sysbio/article/63/4/457/2848325,"Crossref confirmed: 'The Emergence of Lobsters: Phylogenetic Relationships, Morphological Evolution and Divergence Time Comparisons of an Ancient Group (Decapoda: Achelata, Astacidea, Glypheidea, Polychelida)' by Bracken-Grissom et al. (Sys Bio 2014). Abstract confirms 173 species (not the claimed 142 — claim may reflect a subset, e.g., taxa with complete molecular data) across all major lobster families. Time-calibrated tree using six molecular markers (mitochondrial + nuclear) plus morphology, with Bayesian fossil-calibrated divergence-time estimation. Note: the paper covers lobsters (infraorders Polychelida, Glypheidea, Astacidea, Achelata) — only a portion of Decapoda, not the entire order. This is a clade-level study, not a Decapoda-wide tree; if the partition is 'Decapoda' broadly, the paper covers only ~4 of ~10 infraorders and may not be the ideal canonical. Methodological-update role is plausible if it superseded an earlier tip-count-richer but methodologically weaker phylogeny. Full methods text not directly extracted (paywalled); confidence=medium based on abstract."
crustaceans,2019,Wolfe et al. 2019,wolfe2019,10.1098/rspb.2019.0079,94,yes,1,BRC,none,2019,,,high,yes,yes,https://royalsocietypublishing.org/doi/10.1098/rspb.2019.0079,"Crossref DOI resolved; title 'A phylogenomic framework, evolutionary timeline and genomic resources for comparative studies of decapod crustaceans' and authors (Wolfe, Breinholt, Crandall, Lemmon, Lemmon, Timm, Siddall, Bracken-Grissom) match the proposed study. Read full text via PubMed Central (PMC6501934). Tree contains 94 decapod tips plus 7 outgroup crustaceans (101 total in phylogenetic analyses); the 94 decapod count matches the proposed claim closely (claimed 95, actual 94 decapods or 101 total - rounding/outgroup inclusion ambiguity). All 94 decapod tips have direct molecular data from anchored hybrid enrichment (AHE) targeting 410 conserved loci - no taxonomic placement or supertree grafting. Time-calibrated via Bayesian relaxed clock in PhyloBayes (CAT-GTR+G, CIR autocorrelated and UGAM uncorrelated clock models) with 19 fossil calibration points - dating_code=BRC. No Open Tree of Life synthesis involvement. Genomic backbone for Decapoda."
diatoms,2010,Theriot et al. 2010,theriot2010,10.5091/plecevo.2010.418,136,no,1,N,none,2010,,,high,no,yes,https://api.crossref.org/works/10.5091/plecevo.2010.418,"Crossref confirmed: Theriot, Ashworth, Ruck, Nakov & Jansen 2010, 'A preliminary multigene phylogeny of the diatoms (Bacillariophyta): challenges for future research', Plant Ecology and Evolution 143(3):278-296. Full text PDF read. The authors sequenced three genes (nuclear SSU rDNA, plastid rbcL, plastid psbC) for 136 diatom taxa; combined matrix 4237 nt. Analyses run in RAxML 7.0.4 under maximum likelihood with partitioned GTR+G+I; bootstrap support reported. This is a topology paper - no molecular clock, no time-calibration, no fossil-calibrated dating performed. All 136 tips have direct molecular sequence data (paper explicitly states 'All species have sequence for both the SSU and rbcL genes'; some lack psbC but still have direct molecular data for the other two markers). No OTL involvement; predates phylesystem. Strict type-1 molecular tip fraction = 1.0. dating_code = N (undated). Claimed ntips of 136 matches paper exactly."
diatoms,2018,Nakov et al. 2018,nakov2018,10.1111/nph.15137,1151,yes,1,PL,none,2018,,,high,yes,yes,https://pmc.ncbi.nlm.nih.gov/articles/6099383,"Crossref verified: Nakov, Beaulieu, Alverson 2018 ""Accelerated diversification is related to life history and locomotion in a hyperdiverse lineage of microbial eukaryotes (Diatoms, Bacillariophyta)"" New Phytologist 219(1):462-473. Full text accessed via PMC6099383. Actual tip count is 1151 diatom taxa (claimed 244 is incorrect). Time-calibrated using treePL (penalized likelihood) with 38 fossil calibration points; crown age estimated at 190.4 Ma. Multilocus dataset of 11 genes (nuclear 18S+28S; plastid 16S, atpB, psaA, psaB, psbA, psbC, rbcL; mitochondrial cob, coxI). After QC removing environmental/misidentified/duplicate sequences, all tips are directly supported by molecular sequence data — no taxonomic imputation or supertree grafting. Not OTL-derived."
diatoms,2025,Alverson et al. 2025,alverson2025,10.1073/pnas.2500153122,284,yes,1,PL,none,2025,,,high,no,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC12146733/,"Crossref DOI verified: 'Phylogenomics reveals the slow-burning fuse of diatom evolution' by Alverson et al., PNAS 2025. IMPORTANT DISCREPANCY: claimed ntips=181 refers only to *newly sequenced* transcriptomes; the actual final phylogeny contains 284 taxa total (181 new transcriptomes + 88 previously sequenced transcriptomes + 15 previously sequenced genomes). All 284 tips have direct molecular/genomic data — no taxonomic placement or supertree grafting (molecular_tip_fraction=1.0). Tree is time-calibrated using penalized likelihood (treePL) on 100 bootstrap trees with 18 fossil calibrations and 44 clock-like genes (dating_code=PL). Open Tree of Life pipeline not involved. Genomic-backbone-replacement role confirmed: this is a phylogenomic study replacing prior molecular trees for diatoms."
echinoderms,2010,Kroh & Smith 2010,kroh_smith_2010,10.1080/14772011003603556,169,no,0,N,none,2010,,,medium,no,yes,https://api.crossref.org/works/10.1080/14772011003603556,"Crossref DOI resolves; title 'The phylogeny and classification of post-Palaeozoic echinoids' by A. Kroh and A.B. Smith, Journal of Systematic Palaeontology 8(2):147-212, 2010 — matches proposed study_label. Methods summary confirms 169 taxa scored for 306 skeletal characters (matches claimed ntips=169), pure morphological cladistic analysis (no molecular data, so molecular_tip_fraction=0.0 under Upham 2019 strict type-1). The published tree is a topology / cladogram, NOT time-calibrated by the authors; downstream studies explicitly construct their own time-calibrated versions on top of this morphological scaffold (dated=false, dating_code=N). Independent published tree, not produced via or contributed to the Open Tree of Life synthesis pipeline. Confidence medium: Crossref confirmed and abstract / methods description read for tip count and tree type, but full PDF not directly retrieved (Tandfonline 403, no OA copy in Unpaywall)."
echinoderms,2021,Mongiardino Koch & Thompson 2021,mongiardino_koch_thompson_2021,10.1093/sysbio/syaa069,95,yes,0.5,BRC,none,2021,,,medium,no,yes,https://academic.oup.com/sysbio/article/70/3/421/5895251,"Crossref-verified: title 'A Total-Evidence Dated Phylogeny of Echinoidea Combining Phylogenomic and Paleontological Data' and authors (Mongiardino Koch & Thompson) match exactly. Published Sysbio 70(3):421, 2021 (online Sep 2020). Total-evidence dated phylogeny combining phylogenomic data, morphological matrix, and dense fossil sampling with tip and node age constraints (consistent with Bayesian relaxed-clock / total-evidence dating in MrBayes or BEAST). Claimed ntips=95 is plausible for a total-evidence echinoid tree mixing extant (molecular) and fossil tips; abstract confirms both stem and crown echinoids included. Could not directly count tips from accessible abstracts (full text paywalled; Zenodo/Dryad landing pages do not disclose taxon counts). Molecular fraction estimated at ~0.5 reflecting the total-evidence design (substantial fossil tip representation alongside phylogenomic extant taxa) - exact split would require access to SI files. No OTL pipeline involvement (original phylogenomic + morphological analysis)."
echinoderms,2022,Mongiardino Koch et al. 2022,mongiardino-koch-2022,10.7554/eLife.72460,66,yes,1,BRC,none,2022,,,high,yes,yes,https://elifesciences.org/articles/72460,"Crossref DOI resolves correctly to ""Phylogenomic analyses of echinoid diversification prompt a re-evaluation of their fossil record"" by Mongiardino Koch et al. (eLife 2022). Paper reports 66 taxa total (54 echinoid terminals + 12 outgroup echinoderm species). Time-calibrated chronograms generated via Bayesian relaxed-clock analysis in PhyloBayes v4.1 (UGAM and LN clock models). Phylogenomic dataset: 1346 loci / 327,695 AA sites at 70% occupancy; 18 novel datasets (16 transcriptomes + 2 draft genomes) plus published sequences. All terminals have direct molecular data — no taxonomic placement or supertree grafting. Acts as genomic-backbone-replacement for echinoid partition of the atlas. No OTL pipeline involvement."
ferns,2007,Schuettpelz & Pryer 2007,schuettpelz2007,10.2307/25065903,400,no,1,N,none,2007,2016,testo2016,medium,no,yes,https://api.crossref.org/works/10.2307/25065903,"Crossref-verified: Schuettpelz & Pryer (2007) 'Fern phylogeny inferred from 400 leptosporangiate species and three plastid genes', Taxon 56(4):1037-1050. Abstract confirms 400 leptosporangiate species sequenced for three plastid loci (rbcL, atpB, atpA, >4000 bp). Standard ML phylogeny with bootstrap support; no divergence time estimation mentioned, so dated=false / dating_code=N. All 400 tips have direct molecular data (paper is a sequence-based phylogeny), so molecular_tip_fraction=1.0. No OTL pipeline involvement. Likely superseded by Testo & Sundue 2016 (large fern chronogram). Full text not retrievable (JSTOR 403, Wiley 402, Unpaywall has no OA), so confidence=medium based on Crossref + abstract."
ferns,2011,Lehtonen 2011,Lehtonen2011,10.1371/journal.pone.0024851,2656,no,1,N,none,2011,,,high,no,yes,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0024851,"Crossref-verified: 'Towards Resolving the Complete Fern Tree of Life' by Samuli Lehtonen, PLoS ONE 2011. Full text confirms 2,656 fern taxa (plus 301 outgroups, total 2,957) sampled from GenBank via PhyLoTA browser using up to four plastid genes (rbcL primary; ~91% of tips have rbcL, 54% single-gene, ~10% all four). Tree is an unrooted ML/parsimony topology only (no time-calibration, no relaxed clock, no PL/treePL dating). All tips are molecular (no taxonomic grafting/supertree imputation), so molecular_tip_fraction=1.0 by Upham strict type-1 convention. No Open Tree of Life pipeline involvement; data deposited to TreeBASE."
ferns,2016,Testo & Sundue 2016,testo_sundue_2016,10.1016/j.ympev.2016.09.003,4000,yes,1,?,none,2016,,,medium,no,yes,https://api.crossref.org/works/10.1016/j.ympev.2016.09.003,"Crossref verified: title 'A 4000-species dataset provides new insight into the evolution of ferns' by Testo & Sundue, Molecular Phylogenetics and Evolution 105:200-211 (2016), DOI matches exactly. Full text behind Elsevier paywall (Unpaywall confirms closed access, no repository copy); abstract elided from Semantic Scholar. Google Scholar snippet confirms 'sequence data from six chloroplast regions for nearly 4000 species of ferns', so this is a supermatrix sequence-based phylogeny with molecular tip fraction ~1.0 (not a taxonomic graft). The proposed role 'taxonomic-expansion' appears inconsistent with the actual study design — recommend revising to 'sequence-supermatrix' or equivalent. Tree is widely cited as time-calibrated chronogram in downstream fern diversification studies; specific dating method (BEAST vs treePL) not extractable from accessible text, hence dating_code='?'. Confidence=medium because Crossref + Google Scholar snippet confirmed but full methods section not accessed."
ferns,2022,Nitta et al. 2022 (FTOL),nitta2022ftol,10.3389/fpls.2022.909768,5582,yes,1,PL,none,2022,,,high,yes,yes,https://www.frontiersin.org/articles/10.3389/fpls.2022.909768/full,"Crossref resolved; title 'An open and continuously updated fern tree of life' and authors (Nitta, Schuettpelz, Ramirez-Barahona, Iwasaki) match. Actual ntips per paper is 5,582 fern species (not claimed 6,234) - claim does not match published count; later FTOL pipeline releases may have grown the tree but the paper-of-record reports 5,582. Time-calibrated via penalized likelihood (treePL) with 51 fossil constraints. All tips have molecular (GenBank plastid) data; species lacking sequences were not taxonomically grafted. No Open Tree of Life pipeline involvement - custom fern-specific GenBank pipeline. Role as genomic-backbone-replacement is appropriate."
fish,2009,Santini et al. 2009,santini2009,10.1186/1471-2148-9-194,227,yes,1,BRC,none,2009,2013,betancur2013,high,no,yes,https://pmc.ncbi.nlm.nih.gov/articles/2743667,"Crossref-verified: ""Did genome duplication drive the origin of teleosts? A comparative study of diversification in ray-finned fishes"" by Santini, Harmon, Carnevale, Alfaro (BMC Evol Biol 2009). Full text obtained via PMC2743667. Actual tip count is 227 sequences (221 actinopterygians + 4 sarcopterygians + 2 elasmobranchs outgroups); claimed 232 likely refers to a slightly different version of the alignment/tree but the order of magnitude is correct. Time-calibrated chronogram built with BEAST v1.4.6 under an uncorrelated lognormal relaxed clock with 45 fossil calibration points — clear BRC dating code. All tips have direct molecular data (single-marker RAG1 from GenBank); no taxonomic imputation in the source tree (the MEDUSA diversification analysis used a separately pruned 27-lineage diversity tree augmented with literature richness, but that does not change the source chronogram's molecular_tip_fraction). No Open Tree of Life pipeline involvement."
fish,2012,Near et al. 2012,near2012,10.1073/pnas.1206625109,232,yes,1,BRC,none,2012,2013,betancur2013,medium,no,yes,https://api.crossref.org/works/10.1073/pnas.1206625109,"Crossref DOI resolved; title 'Resolution of ray-finned fish phylogeny and timing of diversification' and authors (Near, Eytan, Dornburg, Kuhn, Moore, Davis, Wainwright, Friedman, Smith) match proposed study_label. PNAS full-text behind 403 (Cloudflare), so verification relied on Crossref + Unpaywall + PubMed abstract. Paper uses 9 nuclear genes and 36 fossil age constraints with Bayesian relaxed-clock dating (BRC). All tips are direct molecular sequence taxa (no Open Tree of Life / supertree grafting), so molecular_tip_fraction=1.0. Claimed ntips=232 accepted as consistent with the canonical tree (could not extract exact count from abstract — slight low confidence on that field). Likely superseded as canonical by Betancur-R et al. 2013 actinopterygian tree-of-life (much larger taxon sampling)."
fish,2013,Betancur-R et al. 2013,betancur2013fish,10.1371/currents.tol.53ba26640df0ccaee75bb165c8c26288,1410,yes,1,BRC,collection-backed,2013,2018,rabosky2018fish,high,no,yes,https://currents.plos.org/treeoflife/article/the-tree-of-life-and-a-new-classification-of-bony-fishes/,"Crossref DOI resolved correctly; title and 30-author list match. Paper text confirms 1410 bony fish taxa (plus 4 tetrapod + 2 chondrichthyan outgroups, 1416 total terminals). 21 molecular markers (16S + 20 nuclear) sequenced for all 1410 bony-fish tips; no taxonomic-imputation grafting performed in the primary tree, so molecular_tip_fraction=1.0 under the strict type-1 Upham convention. Divergence times estimated under BEAST UCLN Bayesian relaxed clock (BRC); the full 1416-tip tree was additionally time-calibrated under treePL penalized likelihood. Primary dating_code reported as BRC because the BEAST analysis is the principal time-calibration of the paper. OTL involvement marked 'collection-backed' since the published tree is hosted in Open Tree's tree collections and is one of the canonical fish chronograms used by OTL's synthesis pipeline (rather than being a product of OTL's synthesis algorithm itself). Reign end set to 2018 with Rabosky et al. 2018 (Nature) as the successor canonical fish chronogram (~11,638 actinopterygian tips)."
fish,2017,Betancur-R et al. 2017,betancur2017,10.1186/s12862-017-0958-3,1990,yes,0.8,PL,none,2017,,,high,no,yes,https://bmcecolevol.biomedcentral.com/articles/10.1186/s12862-017-0958-3,"Crossref-verified: 'Phylogenetic classification of bony fishes' by Betancur-R, Wiley, Arratia, Acero, Bailly, Miya, Lecointre, Orti (BMC Evol Biol 2017). Time-calibrated tree contains 1990 extant bony fish species + 2 chondrichthyan outgroups. Dating used penalized-likelihood via R-ape 'chronos' with secondary calibrations derived from a Bayesian analysis of 201 taxa with 61 fossil constraints — coded PL. Approximately 80% of 514 families have molecular data; ~20% are placed by taxonomic inference. Built on deepfin.org framework, no OToL pipeline involvement. Claimed role 'taxonomic-expansion' is consistent with the ~20% non-molecular grafted families."
fish,2018,Rabosky et al. 2018,rabosky2018,10.1038/s41586-018-0273-1,11638,yes,1,BRC,none,2018,,,medium,yes,yes,https://www.nature.com/articles/s41586-018-0273-1,"Crossref confirms: ""An inverse latitudinal gradient in speciation rate for marine fishes"" (Rabosky, Chang, Title, Cowman, Sallan, Friedman, Kaschner, Garilao, Near, Coll, Alfaro 2018, Nature 559:392-395). The Fish Tree of Life (fishtreeoflife.org) contains ~11,638-11,644 ray-finned fish species with direct molecular data in the time-calibrated chronogram; this is the molecular-only backbone tree corresponding to ntips=11638. Time calibration uses node-based fossil calibrations with the Hedman algorithm whole-tree extension (WHETA) — Bayesian relaxed-clock-style framework. The ""all-taxon assembled"" version (separate file) adds remaining species via PASTIS/TACT taxonomic placement to ~31,500 spp; the 11,638-tip claim refers to the molecular backbone (taxonomic-expansion role refers to the broader project context). No Open Tree of Life pipeline involvement. Full text not directly accessible (Nature paywall, Unpaywall confirms closed access), but methods documentation on fishtreeoflife.org provides extractable details."
fungi,2006,James et al. 2006,james2006,10.1038/nature05110,200,no,1,N,none,2006,,,medium,no,yes,https://api.crossref.org/works/10.1038/nature05110,"Crossref DOI resolves and confirms title 'Reconstructing the early evolution of Fungi using a six-gene phylogeny' by James, Kauff, Schoch, Matheny, Hofstetter, Cox et al. in Nature (2006). PubMed abstract (PMID 17051209) confirms 'data from six gene regions and nearly 200 species', matching the claimed ntips=200. This is a molecular phylogeny based on six-gene concatenated alignment — all tips have direct molecular sequence support, so molecular_tip_fraction=1.0. The paper presents a phylogenetic reconstruction (Bayesian/ML topology) but does not produce a time-calibrated chronogram; dated=false, dating_code=N. No OToL pipeline involvement. Full text not accessible (paywalled, Unpaywall confirms closed access), so confidence=medium based on abstract + Crossref."
fungi,2007,Hibbett et al. 2007,hibbett2007,10.1016/j.mycres.2007.03.004,195,no,1,N,collection-backed,2007,,,medium,no,yes,https://doi.org/10.1016/j.mycres.2007.03.004,"Crossref-verified: title ""A higher-level phylogenetic classification of the Fungi"" by Hibbett et al. (Mycological Research 111(5): 509-547) matches. This is a higher-level taxonomic synthesis based on molecular phylogenetic analyses with expert curation; classification covers ~195 taxa down to order level (claimed 500 appears inflated relative to terminal taxa shown in the published tree). The paper presents a classification/consensus topology rather than a time-calibrated chronogram (undated). Tips correspond to orders/clades supported by published molecular phylogenies, so molecular_tip_fraction effectively = 1.0 under Upham strict type-1 (no taxonomic-only placements). OTL involvement: collection-backed — this is a foundational classification widely curated into OTT for Fungi. Full-text behind paywall (closed access per Unpaywall, ScienceDirect returned 403); fields extracted from Crossref metadata + Google Scholar abstract summary, hence medium confidence."
fungi,2019,Varga et al. 2019,varga2019,10.1038/s41559-019-0834-1,5284,yes,0.95,PL,none,2019,,,medium,no,yes,https://api.crossref.org/works/10.1038/s41559-019-0834-1,"Crossref DOI resolved with exact title/author match: 'Megaphylogeny resolves global patterns of mushroom evolution', Varga et al., Nature Ecology & Evolution 2019. Abstract via Semantic Scholar confirms a 5,284-species phylogenetic tree of Agaricomycetes (mushroom-forming fungi) — note: this is a class-level Agaricomycetes tree, not all Fungi (Kingdom). Time-calibrated megaphylogeny built from multigene and genome-based data; standard pipeline for this group uses RAxML topology + treePL (penalized likelihood) divergence dating with fossil calibrations (dating_code=PL). The tree is sequence-based (not OTL synthesis nor a taxonomic supertree); molecular_tip_fraction estimated ~0.95 reflecting that essentially all tips correspond to species with multi-gene molecular data in the supermatrix, with minimal taxonomic grafting. Full-text methods section not directly accessed (Nature paywall redirect); confidence=medium based on confirmed Crossref metadata + Semantic Scholar abstract + secondary sources. Role 'taxonomic-expansion' (claimed) is consistent with this being the largest dated mushroom-forming-fungi tree available, expanding sampling across Agaricomycetes."
fungi,2021,Li et al. 2021,li2021,10.1016/j.cub.2021.01.074,1672,yes,1,BRC,none,2021,,,medium,yes,yes,https://doi.org/10.1016/j.cub.2021.01.074,"Crossref verified: 'A genome-scale phylogeny of the kingdom Fungi' by Li, Steenwyk, Chang, Wang, James, Stajich, Spatafora, Groenewald, Dunn, Hittinger, Shen, Rokas. Current Biology 31(8):1653-1665.e5, PMID 33607033. Paper analyzed 1,644 fungal species + 28 outgroups = 1,672 total tips (claim of 1602 likely refers to a fungi-only subtree after outgroup pruning, or a particular subsample - close to claim). All tips have direct genomic data (290 genes), so molecular_tip_fraction=1.0. Time-calibration via relaxed molecular clock methods (BRC). No OTL pipeline involvement; full genome-scale dataset. Full-text retrieval blocked by 403, but PubMed abstract + Crossref triangulation confirms key parameters. Genomic backbone replacement role is appropriate."
gastropods,2014,Zapata et al. 2014,zapata2014,10.1098/rspb.2014.1739,56,yes,1,BRC,none,2014,,,high,yes,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC4211456/,"Crossref-verified: Zapata, Wilson, Howison, Andrade, Jorger, Schrodl, Goetz, Giribet, Dunn 2014, Proc R Soc B. Full text read via PMC4211456. Main phylogenomic analyses used 56-taxon matrices (40 new transcriptomes including 34 gastropods + 6 other molluscs, plus 16 public genomes/transcriptomes). Claimed ntips=54 in proposal differs from actual 56 (likely counted only ingroup gastropods or used a reduced matrix variant). 100% molecular/transcriptomic data, no taxonomic placement. Trees inferred by ExaML (ML) and PhyloBayes (Bayesian CAT-Poisson). Time-calibrated chronogram produced separately via MCMCTree with fossil calibrations (Fig 4), so dated=true, dating_code=BRC. No Open Tree of Life pipeline involvement; custom Agalma + ABA/OMA orthology pipeline."
gastropods,2019,Cunha & Giribet 2019,cunha_giribet_2019,10.1098/rspb.2018.2776,56,no,1,N,none,2019,,,high,no,yes,https://pmc.ncbi.nlm.nih.gov/articles/6458328,"Crossref confirmed: ""A congruent topology for deep gastropod relationships"" by Tauana J. Cunha & Gonzalo Giribet, Proc. Roy. Soc. B, 2019. Full text accessed via PMC6458328. Total 74 terminals: 56 gastropods (17 newly sequenced transcriptomes + 39 published) + 18 mollusc outgroups - claimed ntips=56 corresponds to ingroup gastropod tips. Phylogenomic transcriptome-based topology only; no divergence time estimation, no chronogram, no molecular clock dating method employed. 100% direct molecular (transcriptome) data, no taxonomic grafting. No Open Tree of Life pipeline involvement. Resolves Psilogastropoda (vetigastropods+patellogastropods) vs Angiogastropoda (neritimorphs+caenogastropods+heterobranchs)."
insects,2014,Misof et al. 2014,misof2014,10.1126/science.1257570,144,yes,1,BRC,none,2014,,,medium,no,yes,https://api.crossref.org/works/10.1126/science.1257570,"Crossref confirmed: Misof et al. (2014) ""Phylogenomics resolves the timing and pattern of insect evolution"" Science 346(6210):763-767. The landmark 1KITE phylogenomic study used transcriptome data from 144 insect species (1478 protein-coding genes) — all tips have direct molecular data (no taxonomic placement), so molecular_tip_fraction=1.0. Time-calibrated tree produced via Bayesian relaxed-clock dating (MCMCtree) with 37 fossil calibrations. Independent of OTL pipeline (own phylogenomic backbone). Confidence medium: Crossref + abstract/known summary confirmed; full text not directly retrieved (paywalled, 403 from Science.org, no Unpaywall OA copy)."
insects,2017,Chesters 2017,chesters2017,10.1093/sysbio/syw099,49358,no,1,N,none,2017,,,high,no,yes,https://academic.oup.com/sysbio/article-pdf/66/3/426/24194628/syw099.pdf,"Crossref DOI resolved and title/author match: ""Construction of a Species-Level Tree of Life for the Insects and Utility in Taxonomic Profiling"" by Douglas Chesters (Systematic Biology, vol 66 issue 3, pp 426, published online 22 Oct 2016, journal year 2017). Full PMC text (PMC5837528) confirms 49,358 species across 13,865 genera and 760 families. Tree is an undated topology (no divergence-time calibration). Hierarchical inference using SOPHI protocol integrates nuclear transcriptomic backbone + mitogenomes + COI barcodes; all tips have molecular sequence support (no PASTIS-style taxonomic-only grafting). No Open Tree of Life synthesis or supertree-of-chronograms involvement. Role as genomic-backbone-replacement is supported by the nuclear transcriptomic backbone constraint."
